overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
3,True,"02 17, 2015",A2A9UI6S9CMKNI,4639725043,eddie,"I got spoiled by purchasing  the Twining morning tea sampler first. I was getting ready to reorder some Earl Grey when I saw this. As other customers have noted, the expiration date was passed. It still tastes okay but I would not order again. I gave it three stars because they do give you a large quantity of old tea",You get what you pay for,1424131200,4,,
4,True,"01 18, 2015",ALOGZDSPWZI72,4639725043,S. Thornburg,"Good tea flavor. Not the best I've ever had, but it is good, and the price is very reasonable. I am happy with this tea as an addition to the various teas I keep.",Good flavor,1421539200,,,
5,True,"12 20, 2014",A2DSWGQA1FBB99,4639725043,Roy Stapp,Good,Five Stars,1419033600,,,
3,True,"12 17, 2014",AO15IC5EEMS8P,4639725043,Alice Pollack,"The tea is wonderful. I can't find it in any regular store near me. My only problem, and it's a big one, is these were to be gifts but that is very hard when there is a big price sticker on the front of the box.",The tea is wonderful. I can't find it in any regular store ...,1418774400,,,
5,True,"12 10, 2014",A3J173H48YT0XD,4639725043,Park Yeung LAU,love it with alwazah tea. They gives me the exact taste of a Hong Kong style milk tea. It treats my homesickness!,Hong Kong Milk Tea,1418169600,,,
5,True,"12 9, 2014",A1SN8NVL2EQPU6,4639725043,Robert Ellis,"Awesome stuff. The common notion that Lipton is dull and lifeless is IMO based on experience with Lipton tea bags, which I agree, are not the best.

But this Lipton loose tea is the real McCoy. If you like good, hearty, honest and invigorating tea this is the ticket. From what I understand this is pretty popular in India. They seem to be pretty serious about their tea over there. At the same time this is a taste that I believe particularly appeals to the American palate based on our collective memories of grandma using Lipton Loose tea back in the day.",An iconic brand that I hope never goes away,1418083200,2,,
5,True,"12 8, 2014",A1D0F8HAZ66ZPY,4639725043,kit carson,"I wrote the review for this tea for the other regular liptons
great stuff, blends well with flavored creamers
less bitter holds up well when strong
taste good with various water and various brewing methods and strengths
a good everyday drinker
I will buy again , and again, and , again....",yellow label good for the table,1417996800,,,
5,True,"12 7, 2014",A1CT6MLYNBG3L4,4639725043,Expo Reviews,"This is the best flavor tea for iced tea I have found.
Add a little jasmine tea or other flavoring. Most pre-flavored teas are too strong flavoring.
Use this tea with a small amount of valilla or other tea, and you can get a great iced tea with just a hint of other flavor!",Great for Iced Tea,1417910400,2,,
5,True,"07 29, 2014",A2VIJI3NA6TM2D,4639725043,Leonard J.,Great product,more tea,1406592000,,,
3,True,"07 12, 2014",A20IUU8U3YC7B8,4639725043,north carolina mom,Good flavor loose tea. I like my tea very strong and this tea delivers by letting me choose how much to use in the tea ball. Also good for Tea & fruit blends used in some ice teas.,A good quality product by Lipton.,1405123200,,,
5,True,"06 25, 2014",A26WT5IRIZY319,4639725043,Abhi,"Have tried so many new brands of teas which have come up in last years due to explosion in tea drinking, but nothing can beat Lipton Yellow label.",Best Black tea,1403654400,,,
5,True,"06 9, 2014",ACJ6EJ597Q9NR,4639725043,John C Degi,"Full body, makes a great cup of hot tea. Also strong enough for iced tea. Buy this you will like it.",Delicious,1402272000,,,
4,True,"05 25, 2014",A2ER4OXN0RZQFS,4639725043,ChicagoJohnnyVegas,"I gave this four stars, in part because it *IS* good tea and in part because the seller delivered as promised.

I will not recommend this tea for use as iced tea.  Even flashed chilled it produces a cloudy iced tea (tho it tastes fine).  If you cut *WAY* back on the amount you use it will not cloud up, but residue still forms at the bottom within hours.

After several experiments, I gave up trying to get this to produce a decent iced tea.  As regular tea, I give it high marks.",Good Tea; not for iced tea tho,1400976000,,,
5,True,"05 5, 2014",A1T65DGV69QI8L,4639725043,flying squirrel girl,"this tea is the bomb, for the real die-hard industrial-strength tea drinker who likes their tea indian or middle eastern style (especially when sweet, though no milk for me, please). clear, robust, flavorful, it brews up a lovely red liquor in less time than it takes to find your favorite teacup, and is also a great base into which to blend more expensive teas (kusmi russian evening or morning tea, for example) for special occasions--like this beautiful may morning's breakfast on the porch. if i were an ancient egyptian and i were leaving instructions for what to put in my tomb to supply the afterlife in amenti, i would ask for this. lots of this. amen.",the bomb,1399248000,5,,
5,False,"04 22, 2014",A1WOMXOEX90ARI,4639725043,Avid Camper,"This is NOT the regular Lipton's Tea sold in the USA.  This Lipton's Yellow Label Tea is what most of the rest of the world drinks when they drink Lipton's.  It is not acidic as is the regular USA version we all know (IE: no pucker/dry mouth).  It is bold, but mellow--sometimes with a hint of smoky flavor.  We first drank this while living overseas, I love this Yellow Label tea.  It is very good made as hot tea as well as iced.  Very good with milk or cream.  I have purchased this for years and will definitely purchase this again!",Very Good Tea...,1398124800,,,
5,True,"04 14, 2014",A12FEHYJOJZZRY,4639725043,J. Voelkle,"We discovered 'Yellow Label' tea while in S.E.Asia. It was strong, consistently fresh, but never bitter. The tea comes as tiny rolled leaves (ie: balls). Even after brewing it remains as balls-- easier to get out of the cup than leaves.","Fresh, strong tea",1397433600,,,
5,True,"04 13, 2014",A3SHEK1I8ET4D9,4639725043,Capicorn29,"Very tasty tea.  And even if it does not get its Orange Pekoe name from its color, it really is a pretty orange color!  Makes very good iced tea.",Lipton Yellow Label Tea (loose tea) - 450g,1397347200,,,
1,True,"02 19, 2014",AEORSUWK2SO3R,4639725043,Lucy F. Cooper,"Just received my brand new box of this tea from Amazon.  It expires in 3 weeks.  Tomorrow it will be mailed back.

Going with two stars because this is excellent tea when it is fresh.

Update, going with one star since grocery items can't be returned.  A shame since this is good tea.","Good tea, old product",1392768000,2,,
1,True,"01 29, 2014",AFITFTAG0FKG4,4639725043,_porterhouse,"Received old, bashed-up box that had originated in some middle-eastern country with Islamic printing all over it. Doesn't quite inspire confidence.",DO NOT ORDER,1390953600,5,,
5,True,"11 23, 2013",A946D9M4OF57S,4639725043,gita brenner,suits my taste perfectly.  it is a robust black tea.  best if you buy the loose tea rather than the tea bags.,lipton yelllow label tea loose tea,1385164800,6,,
5,True,"10 17, 2013",AMWG6JCU0EQYF,4639725043,Retiredat60,"Very nice tea -- if you want a basic loose tea (no bells and whistles, but tastes good), I would recommend it.  Sometimes I blend this tea and another (flavored) tea together, and that is good as well.",Good basic loose tea -- reasonable price as well,1381968000,,,
4,True,"08 3, 2013",A2NE7D8GC41UCL,4639725043,Karen Amrhein,"My husband and I enjoy this loose orange pekoe tea.  It has a more committed flavor than the tea bags, which we're happy to have.",Tea for Two,1375488000,,,
4,True,"06 4, 2013",ARZLR3ZM1O5J4,4639725043,Mark S.,"The tea in here is of good quality, but it comes in one large bag.  If you don't drink an astronomical amount of tea, or use this in a frequent manner to brew iced tea or tea for a restaurant, it may sit opened for a while before you actually drink all of it.","Good tea, but WAY more than I needed",1370304000,,,
1,True,"04 30, 2013",A2TURHWPQ343WP,4639725043,KS,"I bought this because I miss the taste of the Lipton tea I grew up with. When I was young, Lipton tasted so pure, and you had to hurry and take the tea out of the hot water before it got too strong. It also had more of a clear, astringent quality. Hard to explain. So I haven't had that experience in a long time, no matter whether I buy the bags or loose. Has Lipton changed since I was young? (I'm talking 1960s-70's- maybe later.) I've noticed a lot of food items have changed quality since then and have used cheaper ingredients and / or you get less. Anybody else remember a difference in the old Lipton? I thought buying the loose from Europe (which I think this is) would be better, but it's not.",Disappointed,1367280000,,,
4,True,"04 20, 2013",AADZHUJW0KSDC,4639725043,dan stevens,"Glad I have some now - this is tough to find at the local store.  Makes a nice cup of tea - if you know what you're buying you'll enjoy this, if you are used to loose leaves or little bags filled with powder then try a smaller size first to see if this is what you like.  I love it -",It is nice - and difficult to find locally,1366416000,3,,
4,True,"04 10, 2013",A4ZXHREGZPOC2,4639725043,VB,"My wife wanted some indian type tea and thus we had chosen it. But as she tells, this is not as strong and refreshing as she had expected it to be.",My wife likes it,1365552000,,,
5,True,"04 8, 2013",A2KXFH4XRKYV5U,4639725043,Sammy,"This tea tastes great and brews in my tea maker just like the loose Lipton tea I purchase at my local grocery store.  The price is better then purchasing it locally,",Yellow label Lipton tea,1365379200,,,
5,True,"04 5, 2013",A23C9J7BFB827W,4639725043,charlikae,"Used with a metal mesh tea ball - we have been brewin' up tea by the pot and making large pitchers of iced tea. Great, strong flavor",Lovin' this!,1365120000,,,
4,True,"03 4, 2013",A2E6Y495LJWFV7,4639725043,Amazon Customer,bought this item to make iced tea in my keurig machine.  works great.  we only need to use 5gms for each cup in our reusable kcups.  saves a lot of money in the end.,keuriig tea making,1362355200,,,
5,True,"02 20, 2013",A1WHGOY9T70Q1Q,4639725043,Amazon Customer,"We had this when I was a kid (many years ago), and had forgotten about it until I saw it on Amazon.  I drink a lot of tea, and it seems like the bags just don't taste the same as loose tea.  It tastes great, and 15.8 oz is a lot of tea.
Really enjoying it.",Just like I remembered,1361318400,,,
5,True,"02 19, 2013",AWTUY65AU8UYK,4639725043,carol gorske,"I like a full bodied cup of tea and this fills the cup
perfectly--I have already ordered this product over
and over again--Amazon has a great price so give
it a try I know you'll like it--it is very rich, full cup of
tea.",If your a tea drinker you will really like this,1361232000,,,
5,True,"02 12, 2013",A1OBND6T2IZXSG,4639725043,CVH,"Tastes like the tea of my youth.  I was once known in my family as the best tea maker around, then this brand disappeared from my grocery shelves. I can now regain my reputation since I've found my tea again. It really tastes like tea. I've been using a generic brand and other name brands.  I opened a generic brand tea bag and compared it with Lipton yellow label. The generic brand was like dust in comparison to the tea leaves in this box.",This is what I've been looking for.,1360627200,,,
3,True,"01 9, 2013",A2FLH5F9I7LSNY,4639725043,Cat West,Now as sweet and fragrant as the regular Lipton Orange Pekoe tea bags sold in the supermarket. I was disappointed.,I was disappointed.,1357689600,,,
5,True,"01 4, 2013",ALE1G0F59C5ZV,4639725043,Ruth,"This is a black tea that's not too harsh. Some black teas churn my stomach if I have them before breakfast- not this one. It will get very, very dark if you let it, but it maintains its nice flavor no matter how long or short you let it steep. Excellent product. For loose teas, try the FORLIFE Brew-in-Mug Extra-Fine Tea Infuser with Lid. It's the best infuser I've owned.",Love this tea,1357257600,,,
1,True,"12 12, 2012",A221ATKASTILZE,4639725043,CHRISTINE MASTRORILLI,The expiration date was 3 years old!!! And the package smelled of ROACH SPRAY. Unfortunately I waited too long to send it back but it has to be thrown away.,I absolutely hated this product,1355270400,4,,
5,True,"12 31, 2011",AZHI40X2XTX0P,5463213682,Yohiris Martin,"This product is fantastic. I love it.
I do recommend it to every body out there.
Y Martin
770 926 3888",Organo Coffee,1325289600,5,,
5,True,"03 1, 2017",A27JOQ9WCKX1IK,5463213682,LBSCajun,"I Love this coffee, it helps with weight and so much more!",Five Stars,1488326400,,,
4,False,"02 4, 2017",A2LL7T4ZPWYCRC,5463213682,Mickell J. Ihnen,A little to much Suter for me but ok.,It's ok.,1486166400,,,
5,True,"02 4, 2017",A2TEDP6J2RXG4K,5463213682,Steve S.,good stuff !,Five Stars,1486166400,,,
4,True,"12 10, 2016",A1K8BAR128DPF2,5463213682,Amazon Customer,It good,Four Stars,1481328000,,,
4,True,"11 23, 2016",A3KLA0F2D1P4XE,5463213682,Sibyl A. Jackson,"Good coffee,has a smokey taste to it.",Good coffee!,1479859200,,,
5,True,"11 14, 2016",A3CP3OFGIU8WZQ,5463213682,Amazon Customer,Excelente,Muy buen caf&eacute; 100 % recomendado ,1479081600,,,
5,True,"11 11, 2016",A1SPC63V520QM0,5463213682,Bobby Jo,Addicted! Love this product.,Love this product,1478822400,,,
4,True,"10 19, 2016",AWULMESD9JKPW,5463213682,Andre Joyner,Taste and quality.,Four Stars,1476835200,,,
5,True,"10 8, 2016",A17Y4HGCDHXR8P,5463213682,SadaBlue,My favorite coffee!,"Good stuff,",1475884800,,,
