,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
81,robertgB5456BA,Simply the best steak in Lagos by a long way,"Located near the Eko Suites at the far end from the main hotel building the Grill is a place that you really should go to. It was our last night in Lagos after eight years, have been here before and would go again if possible....The restaurant is clean tidy and away from the hustle, quiet in the early evening and we found ourselves the only patrons for the first part of our meal. Decor is subtle but overall a really well presented restaurant. 

The staff must have been especially selected and I could not possibly fault the service received.

Although steak is the primary dish there are other sections too so The Grill can cater for all tastes. Unless you particularly desire the American steak the South African steak is fine and comes in at considerably less cost.

We both selected the SA tenderloin medium-rare and cannot fault the way in which it was cooked and presented. Delicious meal and a superb way to finish off our Nigeria experience.  We accompanied the steak with glass of house red each and a bottle of room temperature water. All up Naira34,000 for the two of us. Given the quality of the meal, service and location, well worth it. The Grill is a must try location, whether staying at the Eko Hotel or elsewhere in Lagos, Victoria Island area.More",5,01/09/2017,4.5,88 Restaurant
82,w84,Excellent Steaks,"Our steaks were excellent and the service friendly, a nice atmosphere in the restaurant. You can choose between American and South African meat. They also have a good wine selection. Prices are rather high, though.",5,01/08/2017,4.5,88 Restaurant
83,jollofmaster,"Good steak dinner, not great...","Dinner to celebrate, nice restaurant in the Eko Suites but somewhat empty.
The ribeye was done pretty well but I felt it lacked the quality I expected.
The Salmon was fresh and pretty good as we're the salads and sides.
Good food, not great...",4,01/07/2016,4.5,88 Restaurant
84,robertgB5456BA,A melt in your mouth Perfectly cooked steak.,"The Grill located at Eko Hotel, Lagos Nigeria provided us the setting for our 24th wedding anniversary. We opted for a South African tenderloin steak cooked medium rare accompanied by a bottle of Cloudy Bay Pinot Noir. Arriving at about 19:20 we were the only...ones being seated and through the evening only two other tables became occupied. Potentially this could have led to an over attentive staff hovering around the table. This was not the case at all. Indeed there was just the right amount of attention given to the dinning experience. There is a huge price differential between the American and South African steak and this swayed us to the South African. The steak was ordered medium rare and it was lightly seared on the outside providing that flame grilled texture and flavour whilst the rest simply melted in your mouth. It was stunning and rates amongst the bests steaks to have been on my plate. Price all up with starter, main and bottle of wine was in the order of US$290. For the quality, location and the event we were celebrating; acceptable. Well done team at the Eko. It was delicious.More",4,01/04/2016,4.5,88 Restaurant
85,dirkv278,Super steak,"Great American steaks! Also good side dishes and vegetables. Wine cart is fine, some of them are not on stock. Nice atmosphere and service.",5,01/01/2016,4.5,88 Restaurant
86,Mooncake1969,"American beef, wow","we had lunch at the recently refurbished steak house which is now called the grill, prime American beef fillet and rib eye, grilled to perfection by chef Mike who is running the kitchens at Eko suites. Their Caesar salad is tasty and is great along...side the steaks. They have a fully stocked bar with a nice wine menu. The grill no has a area out side adjacent to the restaurant where one can have their aperitif and cigarette. Over all a great place to dine with wonderful service.More",4,01/07/2015,4.5,88 Restaurant
87,ArmyRangeratMIT,Tasty Trest in between flights!,"After a long flight with a couple hours to kill in the airport, it’s nice to be able to find a quick bite… And one is tasty too! Why not throw some love to these folks, so I did!",4,01/08/2022,4,Airport Chinese Restaurant
88,419capitalc,Dispatch delivery,With 1year experience I have in this job I think am qualified to serve the company right and make the company proud,4,01/05/2021,4,Airport Chinese Restaurant
89,Asiwaju Odunayo K,Fantastic,Services delivery perfect and accurate  with extral hottest food served with etiquette a place to be and forget your home,5,01/02/2017,4,Airport Chinese Restaurant
90,ZurielKiru,Budget Restaurant,The ambience of the Chinese Restaurant is fairly good. The staff were polite and rendered good service even though they were poorly dressed- need to update the uniforms. The food served was healthy and good,5,01/04/2016,4,Airport Chinese Restaurant
91,Sunday O,Budget Restaurant,Not too cosy environment but just ideal for a quick business lunch/dinner that anyone can/should afford while savouring a typical chinese cuisine.,3,01/03/2016,4,Airport Chinese Restaurant
92,kwokkeungt,"Surprisingly Great Guangzhou cuisine in Ik\eja,  Lagos, Nigeria","The location of the restaurant  was within an old hotel, but the restaurant has a surprising great taste of renovation, in Ikeja, Lagos, Nigeria, there are many Guangzhou cuisine  but to my surprise this restaurant has a true authentic Chinese Guangzhou cuisine at a reasonable...price. Well done,.More",3,01/03/2016,4,Airport Chinese Restaurant
93,Xman19652003,Authentic Chinese food,"If you're looking for real Chinese food and a cozy environment, this place is a must go. Staffs are very friendly and willing to help with our choices in food, which was very helpful.",5,01/03/2016,4,Airport Chinese Restaurant
94,gujjupanda,Scrumptious Food,"Al Diwan is our regular place to visit (say daily) hence I can give detailed experience about the same.

It is having amazing taste of Lebanese food from Humus, Kubus (Balloon Kubus), Shawarma, Roasted Chicken, Lamb and variety of appetizer. The staff is friendly and...chef is his best in service.

There are very less options in Vegetarian Meals however must visit place if you want to taste authentic Lebanese food.

One recommendation, smoking should not be allowed inside your restaurant. You have a separate restaurant outside, you can utilize that strictly for dinners with smoking and sometimes experienced a slow service.More",4,01/09/2019,4,Al Diwan Restaurant
95,gcxotf,Unacceptable,"Had dinner last weekend with few friends.
The restaurant hardly busy (maybe two tables) service very poor very unprofessional regarding the ordering of the drinks and food.
It took an eternity for them to serve.
Quality of food much below Salma, 44 or Arabesque.
Price...not cheap.
Conclusion. Never ever againMore",4.5,01/12/2018,4,Al Diwan Restaurant
96,Svetlana P,Very good Lebanese food!,Excellent food and very cosy place to enjoy your evening! We went there twice and for sure we'll be returning  many times more! Thank you!,4,01/05/2018,4,Al Diwan Restaurant
97,T3379JP_,Dinner is good but I don't like fish,"We would like to thank for this positive rating on Google following to your recent visit at ALDIWAN RESTAURANT.
We looking forward to welcoming you back very soon
Sincerely yours,
The executive assistant",5,01/03/2018,4,Al Diwan Restaurant
98,MohamadJr,Nice,Dinner good but I rice is cold and I don't like fish .. The scanned bofih not too much and expenditure,4,01/12/2017,4,Al Diwan Restaurant
99,aboutsomethingelse,"5 for Food, 3 for Service","I went for sunday breakfast. i liked the egg and meat plate, it was extraordinary. fatea ( Lebanese Food) was delicious. as usual i ordered the argelaa ( hookah). enjoyed it.",4,01/07/2017,4,Al Diwan Restaurant
